Region,Scheme,Profit Centre,Offtake #,% of Total Water Delivered,Average Delivery,2023 Water Delivered to Date
North,Mareeba Dimbulah,Chnl & Supp Dist,328,0.01%,#N/A,#N/A
Burnett and Lower Mary,Lower Mary River,Tinana Creek,56452,0.01%,#N/A,#N/A
Burnett and Lower Mary,Three Moon Creek,Three Mn Ck River,68253,0.01%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,955,0.01%,#N/A,#N/A
Burnett and Lower Mary,Lower Mary River,Tinana Creek,39306,0.01%,#N/A,#N/A
North,Burdekin Haughton,Burdekin River,5957,0.01%,#N/A,#N/A
North,Mareeba Dimbulah,Relift Ch Dist-Paddy,422,0.01%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,A C River,13797,0.01%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,923,0.01%,#N/A,#N/A
Burnett and Lower Mary,Three Moon Creek,Three Mn Ck River,47365,0.01%,#N/A,#N/A
Burnett and Lower Mary,Upper Burnett Supply,Upper Burnett River,60616,0.01%,#N/A,#N/A
Burnett and Lower Mary,Three Moon Creek,Three Mn Ck River,62863,0.01%,#N/A,#N/A
North,Mareeba Dimbulah,Relift Ch Dist-Price,525,0.01%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,139,0.01%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,630,0.01%,#N/A,#N/A
Burnett and Lower Mary,Upper Burnett Supply,Upper Burnett River,7330,0.01%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,729,0.01%,#N/A,#N/A
Burnett and Lower Mary,Three Moon Creek,Three Mn Ck River,21424,0.01%,#N/A,#N/A
Burnett and Lower Mary,Barker Barambah,Barker Bar River,47390,0.01%,#N/A,#N/A
South,Chinchilla Weir,Chinchilla River,5436,0.01%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,Kolan B & Bucca WR,30273,0.01%,#N/A,#N/A
Burnett and Lower Mary,Three Moon Creek,Three Mn Ck River,21253,0.01%,#N/A,#N/A
North,Burdekin Haughton,Giru Benefitted Area,39161,0.01%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,467,0.01%,#N/A,#N/A
Burnett and Lower Mary,Upper Burnett Supply,Upper Burnett River,47009,0.01%,#N/A,#N/A
Burnett and Lower Mary,Lower Mary River,Tinana Creek,39905,0.01%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,A C River,27688,0.01%,#N/A,#N/A
Burnett and Lower Mary,Lower Mary River,Tinana Creek,47183,0.01%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,Kolan B & Bucca WR,28885,0.01%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,353,0.01%,#N/A,#N/A
Burnett and Lower Mary,Three Moon Creek,Three Mn Ck River,68131,0.01%,#N/A,#N/A
Burnett and Lower Mary,Upper Burnett Supply,Upper Burnett River,8309,0.01%,#N/A,#N/A
Burnett and Lower Mary,Upper Burnett Supply,Upper Burnett River,8608,0.01%,#N/A,#N/A
Central,Callide Valley,Callide Benefit Area,31980,0.01%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,633,0.01%,#N/A,#N/A
Burnett and Lower Mary,Upper Burnett Supply,Upper Burnett River,7469,0.01%,#N/A,#N/A
Burnett and Lower Mary,Three Moon Creek,Three Mn Ck River,62912,0.01%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,472,0.01%,#N/A,#N/A
North,Mareeba Dimbulah,Relift Ch Dist-Price,533,0.01%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,A C River,47016,0.01%,#N/A,#N/A
Central,Callide Valley,Callide Benefit Area,68618,0.01%,#N/A,#N/A
North,Mareeba Dimbulah,Relift Ch Dist-Price,526,0.01%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,701,0.01%,#N/A,#N/A
South,Upper Condamine Supply,Condamine River,5716,0.01%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,586,0.01%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,Kolan B & Bucca WR,30654,0.01%,#N/A,#N/A
Burnett and Lower Mary,Upper Burnett Supply,Upper Burnett River,6817,0.01%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,495,0.01%,#N/A,#N/A
Burnett and Lower Mary,Barker Barambah,Barker Bar River,50195,0.01%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,956,0.01%,#N/A,#N/A
Burnett and Lower Mary,Three Moon Creek,Three Mn Ck River,62947,0.01%,#N/A,#N/A
Burnett and Lower Mary,Upper Burnett Supply,Upper Burnett River,8048,0.01%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,803,0.01%,#N/A,#N/A
Burnett and Lower Mary,Three Moon Creek,Three Mn Ck River,62976,0.01%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,A C River,35549,0.01%,#N/A,#N/A
North,Burdekin Haughton,Giru Benefitted Area,19699,0.01%,#N/A,#N/A
Burnett and Lower Mary,Upper Burnett Supply,Upper Burnett River,68500,0.01%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,A C River,37029,0.01%,#N/A,#N/A
Burnett and Lower Mary,Lower Mary River,Tinana Creek,40004,0.00%,#N/A,#N/A
Burnett and Lower Mary,Three Moon Creek,Three Mn Ck River,53215,0.00%,#N/A,#N/A
Burnett and Lower Mary,Upper Burnett Supply,Upper Burnett River,112191,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,562,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,640,0.00%,#N/A,#N/A
Burnett and Lower Mary,Three Moon Creek,Three Mn Ck River,21225,0.00%,#N/A,#N/A
Burnett and Lower Mary,Upper Burnett Supply,Upper Burnett River,7194,0.00%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,A C River,30611,0.00%,#N/A,#N/A
Central,Callide Valley,Callide Benefit Area,310731,0.00%,#N/A,#N/A
North,Burdekin Haughton,Giru Benefitted Area,58122,0.00%,#N/A,#N/A
Central,Callide Valley,Callide Benefit Area,323451,0.00%,#N/A,#N/A
Burnett and Lower Mary,Three Moon Creek,Three Mn Ck River,33403,0.00%,#N/A,#N/A
Burnett and Lower Mary,Barker Barambah,Barker Bar River,58003,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,1023,0.00%,#N/A,#N/A
Burnett and Lower Mary,Three Moon Creek,Three Mn Ck River,102685,0.00%,#N/A,#N/A
Central,Callide Valley,Callide Benefit Area,68497,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,603,0.00%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,Kolan B & Bucca WR,30344,0.00%,#N/A,#N/A
North,Burdekin Haughton,Giru Benefitted Area,37871,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,367,0.00%,#N/A,#N/A
Burnett and Lower Mary,Upper Burnett Supply,Upper Burnett River,12925,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,597,0.00%,#N/A,#N/A
South,Upper Condamine Supply,North Branch,477761,0.00%,#N/A,#N/A
Burnett and Lower Mary,Barker Barambah,Barker Bar River,56351,0.00%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,Kolan B & Bucca WR,29696,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,614,0.00%,#N/A,#N/A
South,Non-scheme,Dumaresq - DRIP,130465,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,924,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Relift Ch Dist-Paddy,433,0.00%,#N/A,#N/A
Burnett and Lower Mary,Three Moon Creek,Three Mn Ck River,62875,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,643,0.00%,#N/A,#N/A
Burnett and Lower Mary,Barker Barambah,Barker Bar River,47353,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,702,0.00%,#N/A,#N/A
North,Burdekin Haughton,Giru Benefitted Area,35500,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,253,0.00%,#N/A,#N/A
Central,Callide Valley,Callide Benefit Area,313451,0.00%,#N/A,#N/A
Burnett and Lower Mary,Boyne River & Tarong,Boyne River,46904,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,224,0.00%,#N/A,#N/A
Burnett and Lower Mary,Three Moon Creek,Three Mn Ck River,68077,0.00%,#N/A,#N/A
Burnett and Lower Mary,Upper Burnett Supply,Upper Burnett River,6793,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,805,0.00%,#N/A,#N/A
Burnett and Lower Mary,Upper Burnett Supply,Upper Burnett River,7840,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,496,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,941,0.00%,#N/A,#N/A
Burnett and Lower Mary,Upper Burnett Supply,Upper Burnett River,8229,0.00%,#N/A,#N/A
Burnett and Lower Mary,Lower Mary River,Tinana Creek,39366,0.00%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,Kolan B & Bucca WR,30479,0.00%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,Kolan B & Bucca WR,30655,0.00%,#N/A,#N/A
Burnett and Lower Mary,Three Moon Creek,Three Mn Ck River,32244,0.00%,#N/A,#N/A
Central,Callide Valley,Callide Benefit Area,322991,0.00%,#N/A,#N/A
North,Burdekin Haughton,Giru Benefitted Area,39211,0.00%,#N/A,#N/A
North,Burdekin Haughton,Giru Benefitted Area,34933,0.00%,#N/A,#N/A
Burnett and Lower Mary,Three Moon Creek,Three Mn Ck River,515011,0.00%,#N/A,#N/A
Burnett and Lower Mary,Barker Barambah,Barker Bar River,47377,0.00%,#N/A,#N/A
Burnett and Lower Mary,Lower Mary River,Lower Mary R Barrage,41904,0.00%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,Kolan B & Bucca WR,37089,0.00%,#N/A,#N/A
North,Burdekin Haughton,Giru Benefitted Area,60167,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,344,0.00%,#N/A,#N/A
Burnett and Lower Mary,Upper Burnett Supply,Upper Burnett River,6306,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Relift Ch Dist-Paddy,706,0.00%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,A C River,13453,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,027W2,0.00%,#N/A,#N/A
Burnett and Lower Mary,Boyne River & Tarong,Boyne River,41619,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,518,0.00%,#N/A,#N/A
Burnett and Lower Mary,Boyne River & Tarong,Boyne River,46921,0.00%,#N/A,#N/A
Burnett and Lower Mary,Upper Burnett Supply,Upper Burnett River,7965,0.00%,#N/A,#N/A
Burnett and Lower Mary,Three Moon Creek,Three Mn Ck River,74014,0.00%,#N/A,#N/A
Central,Callide Valley,Callide Benefit Area,379721,0.00%,#N/A,#N/A
Burnett and Lower Mary,Upper Burnett Supply,Upper Burnett River,53357,0.00%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,A C River,36979,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,27,0.00%,#N/A,#N/A
Burnett and Lower Mary,Upper Burnett Supply,Upper Burnett River,8609,0.00%,#N/A,#N/A
Burnett and Lower Mary,Barker Barambah,Barker Bar River,57974,0.00%,#N/A,#N/A
Burnett and Lower Mary,Three Moon Creek,Three Mn Ck River,21357,0.00%,#N/A,#N/A
Central,Callide Valley,Callide Benefit Area,68801,0.00%,#N/A,#N/A
Burnett and Lower Mary,Barker Barambah,Barker Bar River,50149,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,1138,0.00%,#N/A,#N/A
North,Proserpine River,Proserpine River,025P,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,556,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,36,0.00%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,Kolan B & Bucca WR,58332,0.00%,#N/A,#N/A
Central,Callide Valley,Callide Benefit Area,68685,0.00%,#N/A,#N/A
Burnett and Lower Mary,Barker Barambah,Barker Bar River,6796,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,027W1,0.00%,#N/A,#N/A
North,Proserpine River,Proserpine River,110P,0.00%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,A C River,34716,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,764,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,949,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,274,0.00%,#N/A,#N/A
Central,Callide Valley,Callide Benefit Area,62147,0.00%,#N/A,#N/A
Burnett and Lower Mary,Three Moon Creek,Three Mn Ck River,21235,0.00%,#N/A,#N/A
North,Burdekin Haughton,Burdekin River,38446,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Relift Ch Dist-Paddy,441,0.00%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,A C River,35533,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,573,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,105W1,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,632,0.00%,#N/A,#N/A
Burnett and Lower Mary,Upper Burnett Supply,Upper Burnett River,5817,0.00%,#N/A,#N/A
North,Burdekin Haughton,Giru Benefitted Area,48955,0.00%,#N/A,#N/A
Burnett and Lower Mary,Three Moon Creek,Three Mn Ck River,32943,0.00%,#N/A,#N/A
North,Burdekin Haughton,Giru Benefitted Area,96051,0.00%,#N/A,#N/A
North,Proserpine River,Proserpine River,015P,0.00%,#N/A,#N/A
Burnett and Lower Mary,Upper Burnett Supply,Upper Burnett River,8011,0.00%,#N/A,#N/A
North,Burdekin Haughton,Giru Benefitted Area,52422,0.00%,#N/A,#N/A
Burnett and Lower Mary,Barker Barambah,Barker Bar River,56383,0.00%,#N/A,#N/A
South,Upper Condamine Supply,North Branch,477661,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,105W2,0.00%,#N/A,#N/A
Burnett and Lower Mary,Upper Burnett Supply,Upper Burnett River,5290,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Relift Ch Dist-Paddy,785,0.00%,#N/A,#N/A
South,Upper Condamine Supply,North Branch,477651,0.00%,#N/A,#N/A
Central,Callide Valley,Callide Benefit Area,1886251,0.00%,#N/A,#N/A
Central,Callide Valley,Callide Benefit Area,574131,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,564,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,150P3,0.00%,#N/A,#N/A
Central,Callide Valley,Callide Benefit Area,684261,0.00%,#N/A,#N/A
Burnett and Lower Mary,Barker Barambah,Barker Bar River,51945,0.00%,#N/A,#N/A
Burnett and Lower Mary,Lower Mary River,Lower Mary R Barrage,103209,0.00%,#N/A,#N/A
North,Burdekin Haughton,Burdekin River,5294,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,593,0.00%,#N/A,#N/A
North,Proserpine River,Proserpine River,165P,0.00%,#N/A,#N/A
Burnett and Lower Mary,Lower Mary River,Tinana Creek,40308,0.00%,#N/A,#N/A
Central,Lower Fitzroy,Stanwell Pipe,139211,0.00%,#N/A,#N/A
North,Proserpine River,Proserpine River,032P,0.00%,#N/A,#N/A
Central,Callide Valley,Callide Benefit Area,682391,0.00%,#N/A,#N/A
North,Burdekin Haughton,Giru Benefitted Area,76236,0.00%,#N/A,#N/A
South,Upper Condamine Supply,North Branch,477711,0.00%,#N/A,#N/A
North,Burdekin Haughton,Burdekin River,5245,0.00%,#N/A,#N/A
Burnett and Lower Mary,Upper Burnett Supply,Upper Burnett River,6215,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,46,0.00%,#N/A,#N/A
South,Non-scheme,Dumaresq - DRIP,140785,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,050P6,0.00%,#N/A,#N/A
Burnett and Lower Mary,Barker Barambah,Barker Bar River,57995,0.00%,#N/A,#N/A
Central,Callide Valley,Callide Benefit Area,315341,0.00%,#N/A,#N/A
Burnett and Lower Mary,Upper Burnett Supply,Upper Burnett River,8236,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Relift Ch Dist-Paddy,421,0.00%,#N/A,#N/A
Burnett and Lower Mary,Three Moon Creek,Three Mn Ck River,21255,0.00%,#N/A,#N/A
Burnett and Lower Mary,Upper Burnett Supply,Upper Burnett River,39166,0.00%,#N/A,#N/A
Central,Callide Valley,Callide Benefit Area,316251,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,959,0.00%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,A C River,35550,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,822,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,1000,0.00%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,A C River,12434,0.00%,#N/A,#N/A
Burnett and Lower Mary,Three Moon Creek,Three Mn Ck River,35570,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,150W4,0.00%,#N/A,#N/A
Burnett and Lower Mary,Barker Barambah,Barker Bar River,50118,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,964,0.00%,#N/A,#N/A
Central,Callide Valley,Callide Benefit Area,401519,0.00%,#N/A,#N/A
Burnett and Lower Mary,Barker Barambah,Barker Bar River,55732,0.00%,#N/A,#N/A
South,Upper Condamine Supply,North Branch,477621,0.00%,#N/A,#N/A
Burnett and Lower Mary,Upper Burnett Supply,Upper Burnett River,8437,0.00%,#N/A,#N/A
Burnett and Lower Mary,Three Moon Creek,Three Mn Ck River,68133,0.00%,#N/A,#N/A
Burnett and Lower Mary,Three Moon Creek,Three Mn Ck River,100541,0.00%,#N/A,#N/A
Burnett and Lower Mary,Three Moon Creek,Three Mn Ck River,74238,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,565,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,460,0.00%,#N/A,#N/A
North,Burdekin Haughton,Giru Benefitted Area,4562,0.00%,#N/A,#N/A
Burnett and Lower Mary,Lower Mary River,Tinana Creek,39219,0.00%,#N/A,#N/A
South,Cunnamulla,Cunnmulla River,343451,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,028W2,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,20/150,0.00%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,A C River,31570,0.00%,#N/A,#N/A
South,Non-scheme,Dumaresq - DRIP,141246,0.00%,#N/A,#N/A
South,Upper Condamine Supply,North Branch,477481,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,20/144,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,20/071,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,734,0.00%,#N/A,#N/A
Burnett and Lower Mary,Lower Mary River,Lower Mary R Barrage,44532,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,12,0.00%,#N/A,#N/A
Central,Callide Valley,Callide Benefit Area,323531,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,832,0.00%,#N/A,#N/A
Central,Callide Valley,Callide Benefit Area,681821,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,150W3,0.00%,#N/A,#N/A
Burnett and Lower Mary,Three Moon Creek,Three Mn Ck River,53306,0.00%,#N/A,#N/A
South,Upper Condamine Supply,Condamine River,96153,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Relift Ch Dist-Price,972,0.00%,#N/A,#N/A
Central,Callide Valley,Callide Benefit Area,68548,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,20/132,0.00%,#N/A,#N/A
South,Upper Condamine Supply,North Branch,517191,0.00%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,A C River,32206,0.00%,#N/A,#N/A
Burnett and Lower Mary,Three Moon Creek,Three Mn Ck River,74070,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,20/133,0.00%,#N/A,#N/A
Burnett and Lower Mary,Three Moon Creek,Three Mn Ck River,1149,0.00%,#N/A,#N/A
Central,Callide Valley,Callide Benefit Area,684601,0.00%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,A C River,26695,0.00%,#N/A,#N/A
North,Burdekin Haughton,Giru Benefitted Area,96070,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Relift Ch Dist-Price,529,0.00%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,A C River,9921,0.00%,#N/A,#N/A
North,Proserpine River,Proserpine River,045P,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,117,0.00%,#N/A,#N/A
Central,Callide Valley,Callide Benefit Area,683171,0.00%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,Kolan B & Bucca WR,30649,0.00%,#N/A,#N/A
Burnett and Lower Mary,Three Moon Creek,Three Mn Ck River,21252,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,106W1,0.00%,#N/A,#N/A
North,Burdekin Haughton,Burdekin River,39856,0.00%,#N/A,#N/A
Burnett and Lower Mary,Upper Burnett Supply,Upper Burnett River,7081,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,20/068,0.00%,#N/A,#N/A
North,Burdekin Haughton,Burdekin River,6004,0.00%,#N/A,#N/A
South,St George,St George River,125W2,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,1047,0.00%,#N/A,#N/A
Burnett and Lower Mary,Barker Barambah,Barker Bar River,47370,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,1166,0.00%,#N/A,#N/A
Burnett and Lower Mary,Three Moon Creek,Three Mn Ck River,34152,0.00%,#N/A,#N/A
North,Proserpine River,Proserpine River,135P,0.00%,#N/A,#N/A
Burnett and Lower Mary,Three Moon Creek,Three Mn Ck River,17514,0.00%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,Kolan B & Bucca WR,30598,0.00%,#N/A,#N/A
Central,Callide Valley,Callide Benefit Area,575951,0.00%,#N/A,#N/A
Burnett and Lower Mary,Barker Barambah,Barker Bar River,51930,0.00%,#N/A,#N/A
North,Proserpine River,Proserpine River,140P,0.00%,#N/A,#N/A
Burnett and Lower Mary,Upper Burnett Supply,Upper Burnett River,7424,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,1097,0.00%,#N/A,#N/A
North,Proserpine River,Proserpine River,191P,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,128,0.00%,#N/A,#N/A
Central,Callide Valley,Callide Benefit Area,338291,0.00%,#N/A,#N/A
Burnett and Lower Mary,Barker Barambah,Barker Bar River,50321,0.00%,#N/A,#N/A
Central,Callide Valley,Callide Benefit Area,624151,0.00%,#N/A,#N/A
Central,Callide Valley,Callide Benefit Area,68689,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,20/178,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,20/120,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,120p1,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,990,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,732,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,106W2,0.00%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,A C River,34705,0.00%,#N/A,#N/A
Burnett and Lower Mary,Three Moon Creek,Three Mn Ck River,62084,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,125W1,0.00%,#N/A,#N/A
Burnett and Lower Mary,Lower Mary River,Lower Mary R Barrage,47123,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,20/163,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,62276,0.00%,#N/A,#N/A
Burnett and Lower Mary,Lower Mary River,Tinana Creek,112363,0.00%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,Kolan B & Bucca WR,30386,0.00%,#N/A,#N/A
North,Burdekin Haughton,Giru Benefitted Area,34942,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,20/076,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,206,0.00%,#N/A,#N/A
Burnett and Lower Mary,Barker Barambah,Barker Bar River,47374,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,027W3,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,21/402E,0.00%,#N/A,#N/A
Central,Callide Valley,Callide Benefit Area,684751,0.00%,#N/A,#N/A
Burnett and Lower Mary,Upper Burnett Supply,Upper Burnett River,7851,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Relift Ch Dist-Paddy,931,0.00%,#N/A,#N/A
Burnett and Lower Mary,Three Moon Creek,Three Mn Ck River,44301,0.00%,#N/A,#N/A
Burnett and Lower Mary,Lower Mary River,Tinana Creek,39578,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,689,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,21/428A,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,20/090A,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,609,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,21/476,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,21/474,0.00%,#N/A,#N/A
Burnett and Lower Mary,Three Moon Creek,Three Mn Ck River,62932,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,760,0.00%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,Kolan B & Bucca WR,30345,0.00%,#N/A,#N/A
Central,Callide Valley,Callide Benefit Area,68641,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,461,0.00%,#N/A,#N/A
Burnett and Lower Mary,Barker Barambah,Barker Bar River,47387,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,028W3,0.00%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,A C River,33621,0.00%,#N/A,#N/A
Burnett and Lower Mary,Barker Barambah,Barker Bar River,56410,0.00%,#N/A,#N/A
Burnett and Lower Mary,Bundaberg,A C River,34339,0.00%,#N/A,#N/A
North,Proserpine River,Proserpine River,145P,0.00%,#N/A,#N/A
South,Upper Condamine Supply,North Branch,5715,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,1155,0.00%,#N/A,#N/A
Burnett and Lower Mary,Three Moon Creek,Three Mn Ck River,30028,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,21/405,0.00%,#N/A,#N/A
South,Non-scheme,Dumaresq - DRIP,137007,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,544,0.00%,#N/A,#N/A
#N/A,#N/A,#N/A,20/111A,0.00%,#N/A,#N/A
Burnett and Lower Mary,Barker Barambah,Barker Bar River,50140,0.00%,#N/A,#N/A
North,Mareeba Dimbulah,Chnl & Supp Dist,604,0.00%,#N/A,#N/A
